imdb_id,title,genres,tagline,overview
tt0062711,Barbarella,['Science Fiction'],See Barbarella do her thing!,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people."
tt0110061,Hostile Intentions,"['Thriller', 'Action', 'Drama']",A night of adventure becomes one woman's desperate fight for survival.,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner."
tt0140614,They Bite,"['Comedy', 'Horror', 'Science Fiction']",They live ... They suck ... They Bite,Aliens who've come to earth to spawn deep beneath the ocean begin terrorizing a Florida beach community. An ichthyologist and a young filmmaker team up to uncover the mystery of these monsters from the deep--before they strike again.
tt0114307,The Run of the Country,"['Drama', 'Romance']",An unforgettable romance,"An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family."
tt0058898,Alphaville,"['Drama', 'Science Fiction', 'Mystery']",Suddenly the word is Alphaville... and a secret agent is in a breathless race against the Masters of the Future.,"An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression."
tt0114048,Operation Dumbo Drop,"['Action', 'Adventure', 'Comedy', 'Family']",A Top-Secret Mission Of Gigantic Proportions!,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!"
tt0111613,The Promise,"['Drama', 'Romance']","A love, a hope, a wall.","East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration."
tt0117104,Mrs. Winterbourne,"['Comedy', 'Romance', 'Drama']",The story of a girl who is going from filthy to rich,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up."
tt0117688,Solo,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Part man. Part machine. Total weapon.,"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him."
tt0114736,True Crime,"['Crime', 'Mystery', 'Thriller']",Trust no one.,"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim."
tt0116289,Feeling Minnesota,"['Action', 'Comedy', 'Drama', 'Thriller']","Just when she met the man of her dreams, along came her husband to ruin everything.","Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red."
tt0109593,Delta of Venus,"['Drama', 'Romance']","In 1939, Elena went to Paris searching for her voice as a writer. What she found was her voice as a woman.","A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II."
tt0112368,Angus,"['Comedy', 'Drama', 'Family', 'Romance']",For everyone on the outside looking in... your moment has arrived!,"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him"
tt0115742,Boys,"['Romance', 'Drama', 'Mystery']",No one stays innocent forever.,"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him."
tt0117420,The Quest,"['Action', 'Adventure']",Go the distance,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes."
tt0117784,Sunset Park,['Drama'],You gotta represent.,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team."
tt0117107,Mulholland Falls,"['Drama', 'Mystery', 'Thriller']","This isn't America, this is Los Angeles.","In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman."
tt0117979,The Truth About Cats & Dogs,"['Comedy', 'Romance']",Brian's about to discover the woman he loves isn't the woman he loves.,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.
tt0095776,Oliver & Company,"['Animation', 'Comedy', 'Family']",The first Disney movie with attitude.,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever."
tt0115851,Celtic Pride,['Comedy'],"If you can't beat 'em, steal him.","The National Basketball Association play-offs are taking place, and the Boston Celtics are facing the Utah Jazz in a crucial series. This is also the last year that any games will be played in the Boston Garden, which is going to be torn down after the end of the season. Mike and Jimmy, two die-hard sports fans who will risk anything for the Celtics to win, are really getting into the games..."
tt0116322,Flipper,"['Adventure', 'Family']",This summer it's finally safe to go back in the water.,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime."
tt0109374,Captives,"['Drama', 'Thriller', 'Mystery', 'Romance']",How far will you go for love?,"A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all."
tt0110712,Of Love and Shadows,['Drama'],"Surrounded by danger, they'll risk everything for freedom!","Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state."
tt0112817,Dead Man,"['Drama', 'Fantasy', 'Western']",No one can survive becoming a legend.,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world."
tt0073778,Switchblade Sisters,"['Action', 'Crime', 'Drama']","So Easy to Kill, So Hard to Love","A tough gang of teenage girls are looking for love and fighting for turf on the mean streets of the city! Bad girls to the core, these impossibly outrageous high school hoodlums go where they want ... and create mayhem wherever they go!"
tt0108500,The Visitors,"['Fantasy', 'Comedy', 'Science Fiction']",They Weren't Born Yesterday!,"This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past"
tt0117108,Multiplicity,"['Comedy', 'Fantasy', 'Science Fiction']","Sometimes to get more out of life, you have to make more of yourself.","Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning."
tt0113270,"The Haunted World of Edward D. Wood, Jr.",['Documentary'],Can your MIND stand the SHOCKING TRUTH?,"The strange life and the wonderfully awful films of 1950's Hollywood Z movie director Ed Wood are profiled in this documentary that was conceived of and researched several years before commercial-filmmaker Tim Burton made his feature film tribute. Actually, Wood does not appear much in this film. Rather, it centers on the lives and thoughts of his entourage and those who knew him. Among those interviewed are Wood's former lover and star of his earliest films, Dolores Fuller, whom he abruptly replaced in the middle of Bride of the Monster with actress Loretta King who is also interviewed."
tt0115963,The Craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Welcome to the witching hour.,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents."
tt0116448,The Great White Hype,"['Comedy', 'Drama']",If you can't find the perfect contender....make one.,"When the champ's promoter, Rev. Sultan, decides something new is needed to boost the marketability of the boxing matches, he searches and finds the only man to ever beat the champ. The problem is that he isn't a boxer anymore and he's white. However, once Rev. Sultan convinces him to fight, he goes into heavy training while the confident champ takes it easy and falls out of shape."
tt0116827,Last Dance,"['Drama', 'Thriller']",Sometimes justice is a crime,"Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the background for her case, the two begin to form a deep friendship, while all the while the date for her execution draws nearer."
tt0112701,Cold Comfort Farm,"['Comedy', 'Drama', 'Romance']",She discovered a new branch of her family tree... the one with all the nuts.,"In this adaptation of the satirical British novel, Flora Poste, a plucky London society girl orphaned at age 19, finds a new home with some rough relatives, the Starkadders of Cold Comfort Farm. With a take-charge attitude and some encouragement from her mischievous friend, Mary, Flora changes the Starkadders' lives forever when she settles into their rustic estate, bringing the backward clan up to date and finding inspiration for her novel in the process."
tt0116508,Heaven's Prisoners,"['Drama', 'Mystery', 'Thriller']","For an ex-cop obsessed with an unsolved murder, trusting the wrong woman could be a deadly choice.","A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened."
tt0117260,Original Gangstas,"['Action', 'Drama', 'Crime', 'Thriller']",The original bad boys are stepping up in '96!,"A violent street gang, the Rebels, rule the streets of Gary, Indiana. The Rebels shoot Marvin Bookman, a store-keeper, for giving the police information about a drive-by shooting they committed. Marvin's son, former NFL star John who created the Rebels, returns to Gary to be with his father and, with a little help from his friends, to destroy the Rebels his way."
tt0117500,The Rock,"['Action', 'Adventure', 'Thriller']",Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops â or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area."
tt0116405,Getting Away with Murder,['Comedy'],One bad apple can spoil the whole line-up.,"When the very moralistic college ethics instructor Jack Lambert finds himself living next door to an accused German death camp commander, he takes it upon himself to rid the world of this man."
tt0109592,Cemetery Man,"['Fantasy', 'Drama', 'Horror', 'Comedy']","Zombies, guns, and sex, OH MY!!!","A cemetery man has the unusual problem of the dead rising from the grave. Himself and his assistant must end these creatures' lives again after they are reborn. Everything is going well until ""She"" comes along and stirs things up a bit."
tt0117998,Twister,"['Action', 'Adventure', 'Drama']",The Dark Side of Nature.,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados."
tt0115624,Barb Wire,"['Action', 'Science Fiction']",Don't call me babe!,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action."
tt0113568,Ghost in the Shell,"['Action', 'Animation', 'Science Fiction']",It found a voice... Now it needs a body.,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster."
tt0117894,Thinner,"['Horror', 'Thriller']",Let the curse fit the crime.,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner."
tt0117723,Spy Hard,"['Action', 'Comedy']",All the action. All the women. Half the intelligence.,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held."
tt0112691,A Close Shave,"['Family', 'Animation', 'Comedy']",From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth."
tt0117768,The Stupids,"['Comedy', 'Family']",As American as apple pie and twice as smart.,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage."
tt0115571,The Arrival,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",The greatest danger facing our world has been the planet's best kept secret... until now.,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue."
tt0031612,The Man from Down Under,"['Drama', 'War']",THRILLS!  FUN!  ACTION!,An Australian blowhard raises two orphaned children as his own in the years leading up to WWII.
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Drama', 'Comedy', 'War']",The hot-line suspense comedy,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film."
tt0113188,Gold Diggers: The Secret of Bear Mountain,['Drama'],Some friendships are worth a fortune,"Two teen girls, one from the city, one from the country, try to find the hidden gold of Bear Mountain learning about friendship, loyalty and courage on the way."
tt0042644,Kim,"['Family', 'Adventure']",Famed Spectacular Adventure Story Filmed Against Authentic Backgrounds in Mystic India The Greatest Spy Thriller of Them All!,"Kim, a young boy living on his own on the streets of India, is actually the son of a British officer. He meets a lama, a holy man, and devotes himself to his tending. But when British administrators discover his birthright, he is placed in a British school. His nature, however, is opposed to the regimentation expected for the son of a British soldier, and he rebels. His familiarity with Indian life and his ability to pass as an Indian child allows him to function as a spy for the British as they attempt to thwart revolution and invasion of India. Rejoining his holy man, Kim (with the help of daring adventurer Mahbub Ali) takes on a dangerous mission."
tt0110480,Maya Lin: A Strong Clear Vision,['Documentary'],The story of The Vietnam Veterans Memorial and its inspiring creator.,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.
tt0117331,The Phantom,"['Adventure', 'Action']",Slam Evil!,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.
tt0117765,Striptease,"['Drama', 'Thriller', 'Crime']",Some People Get Into Trouble No Matter What They WEAR.,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder."
tt0116833,The Last of the High Kings,"['Drama', 'Comedy']",When school ends... and life begins.,"It is 1977, Dublin rocks to the music of Thin Lizzy and the world is stunned by the death of Elvis Presley. Frankie, caught between acne and adulthood, has just completed his final exams in school. Convinced he will fail, he survives the summer organising a beach party, having lustful thoughts about two girls he believes are unobtainable and fending off the advances from a visiting American family friend, all whilst coping with his oddball family."
tt0116669,Jack,"['Comedy', 'Drama', 'Science Fiction']",Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over."
tt0116594,I Shot Andy Warhol,['Drama'],You only get one shot at fame.,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story."
tt0113211,The Grass Harp,"['Comedy', 'Drama', 'Family']",Love is a chain of love... as nature is a chain of life.,"Based on the novel by Truman Capote, this often-witty coming-of-age drama looks at a young man growing up with an unusual family in the Deep South in the 1940s."
tt0114494,Someone Else's America,['Drama'],"Two friends, two worlds, one dream.","This tale takes place in a bar. The Spanish Alonso and his blind mother run this place. Bay, who is Alonso's friend live here too. This story tells something about Alonso and Bay and the ""American Dream""."
tt0070820,Touki Bouki,"['Drama', 'Romance']",The Journey of the Hyena,"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris."
tt0063715,Spirits of the Dead,"['Drama', 'Mystery', 'Horror']",The ultimate orgy of evil,"Three directors each adapt a Poe short story to the screen: ""Toby Dammit"" features a disheveled drugged and drunk English movie star who nods acceptance in the Italian press and his producers fawn over him. ""Metzengerstein"" features a Mediveal countess who has a love-hate relationship with a black stallion - who it turns out is really her dead lover. ""William Wilson"" tells the story of a sadistic Austrian student with an exact double whom he later kills."
tt0109191,Babyfever,[],For those who hear their clock ticking...,"Gena is an average woman who is torn between her current boyfriend's desire to marry her and start a family, and the unexpected arrival of an old boyfriend wanting to pick up where they left off. To further complicate matters, she might be pregnant herself. In the mist of this unsettled personal life, Gena leaves her two men to attend a baby shower party for a girl friend and talks with the various female attendees all of whom are facing their own ticking biological clocks."
tt0117951,Trainspotting,"['Drama', 'Crime']",Choose life.,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends."
tt0116629,Independence Day,"['Action', 'Adventure', 'Science Fiction']",Earth. Take a good look. It might be your last.,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile."
tt0117737,Stealing Beauty,"['Drama', 'Romance']",The most beautiful place to be is in love.,"Lucy Harmon, an American teenager is arriving in the lush Tuscan countryside to be sculpted by a family friend who lives in a beautiful villa. Lucy visited there four years earlier and exchanged a kiss with an Italian boy with whom she hopes to become reacquainted."
tt0116277,The Fan,"['Drama', 'Mystery', 'Thriller']",All fans have a favorite player.  This one has a favorite target.,"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder."
tt0115798,The Cable Guy,"['Comedy', 'Drama', 'Thriller']",There's no such thing as free cable.,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior."
tt0116778,Kingpin,['Comedy'],You wouldn't want to meet these pinheads in an alley.,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naÃ¯ve hit the circuit intent on settling an old score with Big Ern."
tt0116213,Eraser,"['Action', 'Drama', 'Mystery', 'Thriller']",He will erase your past to protect your future.,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's."
tt0117218,The Nutty Professor,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']","Inside Sherman Klump, a party animal is about to break out.","Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan."
tt0116040,Daylight,"['Action', 'Adventure', 'Thriller']",No air. No escape. No time.,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.
tt0116365,The Frighteners,"['Horror', 'Comedy']",No Rest for the Wicked.,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent."
tt0116905,Lone Star,"['Drama', 'Mystery', 'Romance']",John Sayles invites you to return to the scene of the crime.,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
tt0116493,Harriet the Spy,"['Comedy', 'Drama', 'Family']",On your case!,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?"
tt0117333,Phenomenon,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",Some things in life just can't be explained.,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."
tt0118113,Walking and Talking,"['Comedy', 'Drama', 'Romance']",A movie for everyone who wants to get married and stay single at the same time.,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy""."
tt0117628,She's the One,"['Comedy', 'Romance']",A romantic comedy about two brothers... and the one thing that came between them.,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry"
tt0117913,A Time to Kill,"['Crime', 'Drama', 'Thriller']",Experience a time you'll never forget.,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK."
tt0115530,American Buffalo,['Drama'],They had a plan. It wasn't worth a nickle.,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.
tt0115493,Alaska,['Adventure'],A missing father. A desperate search. An unforgettable adventure.,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues."
tt0116320,Fled,"['Action', 'Comedy', 'Thriller']",See how they run.,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them."
tt0116756,Kazaam,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",The world's most powerful genie has just met his match,Shaquille O'Neal as a rapping genie protects a little boy.
tt0109356,Magic Hunter,[],Time moves in more than one direction...,"A battle-scarred, has-been Hungarian cop, tormented by his memories of accidentally killing an innocent woman in his custody, enters into a Faustian pact in which he trades his soul for a handful of ""magic"" bullets that always hit the mark. A mysterious and mythical story."
tt0116823,Larger Than Life,"['Family', 'Comedy']",He's got 5 days to go coast-to-coast. (There's just one BIG problem.),"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better."
tt0117999,Two Deaths,"['War', 'Drama']",Obsesssion Can Be Murder,"A tale of power, passion and obsession set in a politically torn Eastern European country."
tt0118073,A Very Brady Sequel,['Comedy'],The more everything changes the more they stay the same.,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact."
tt0049521,Death in the Garden,"['Adventure', 'Drama']",Torrid!...Tantalizing!...Tempestuous!...,"Amid a revolution in a South American mining outpost, a band of fugitives - a roguish adventurer, a local hooker, a priest, an aging diamond miner and his deaf-mute daughter - are forced to flee for their lives into the jungle. Starving, exhausted and stripped of their old identities, they wander desperately lured by one deceptive promise of salvation after another."
tt0116164,Regular Guys,"['Comedy', 'Foreign']",Macho cop finds himself in a relationship with a gay man and questions his life. German.,"Christoph, cop and self-confident macho, has trouble with his fiance. After a long night he wakes up in the arms of Edgar, a good-looking, gay auto-mechanic. His live gets more and more troublesome after his girl friend throws him out of their apartment and as last resort he moves to Edgars place. Working together with a new, good-looking, very self-confident, female collegue, but living with a good-looking gay guy makes him pretty uncertain about his sexuality and his role as a cop. Written by Konstantin Articus"
tt0115472,The Adventures of Pinocchio,"['Animation', 'Family', 'Fantasy']",A new angle on the classic tale... And that's no lie!,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons."
tt0116707,Joe's Apartment,"['Fantasy', 'Comedy', 'Music']",Sex Bugs Rock 'n Roll,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches."
tt0116313,The First Wives Club,['Comedy'],Don't get mad. Get everything.,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!"
tt0114550,Stonewall,"['Romance', 'Drama', 'Comedy']",The fight for the right to love,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.
